region_id,medicine_id,month,sales_volume,reported_abuse_cases
2000,1013,11,198,5
2000,1013,12,1459,6
2000,1013,13,1347,3
2000,1013,14,1406,3
2000,1013,15,751,4
2000,1013,16,201,5
2000,1013,17,1895,5
2000,1013,18,545,4
2000,1013,19,730,5
2000,1013,20,944,5
2000,1013,21,1559,4
2000,1013,22,963,5
2000,1013,23,411,3
2000,1013,24,925,3
2000,1014,1,1863,3
2000,1014,2,1903,4
2000,1014,3,1166,5
2000,1014,4,417,5
2000,1014,5,891,4
2000,1014,6,673,4
2000,1014,7,716,6
2000,1014,8,437,4
2000,1014,9,1399,5
2000,1014,10,1784,5
2000,1014,11,1821,7
2000,1014,12,1926,5
2000,1014,13,925,4
2000,1014,14,1254,4
2000,1014,15,395,5
2000,1014,16,767,4
2000,1014,17,882,6
2000,1014,18,1632,4
2000,1014,19,1426,4
2000,1014,20,1966,5
2000,1014,21,1949,4
2000,1014,22,1212,3
2000,1014,23,1510,5
2000,1014,24,203,5
2000,1015,1,1955,5
2000,1015,2,1173,5
2000,1015,3,1232,4
2000,1015,4,985,5
2000,1015,5,1508,6
2000,1015,6,1111,4
2000,1015,7,488,3
2000,1015,8,821,4
2000,1015,9,1284,4
2000,1015,10,866,6
2000,1015,11,1150,5
2000,1015,12,513,5
2000,1015,13,1090,5
2000,1015,14,559,5
2000,1015,15,911,4
2000,1015,16,275,6
2000,1015,17,944,4
2000,1015,18,1296,4
2000,1015,19,1167,3
2000,1015,20,1779,3
2000,1015,21,1230,6
2000,1015,22,296,5
2000,1015,23,1605,3
2000,1015,24,1132,5
2000,1016,1,218,17
2000,1016,2,243,22
2000,1016,3,442,23
2000,1016,4,719,29
2000,1016,5,616,30
2000,1016,6,406,20
2000,1016,7,229,27
2000,1016,8,678,31
2000,1016,9,1436,17
2000,1016,10,322,28
2000,1016,11,714,29
2000,1016,12,527,24
2000,1016,13,1395,19
2000,1016,14,455,36
2000,1016,15,1773,20
2000,1016,16,938,24
2000,1016,17,1848,21
2000,1016,18,993,20
2000,1016,19,727,27
2000,1016,20,996,23
2000,1016,21,400,31
2000,1016,22,317,33
2000,1016,23,1695,28
2000,1016,24,1179,22
2000,1017,1,691,3
2000,1017,2,1974,5
2000,1017,3,621,5
2000,1017,4,415,6
2000,1017,5,189,2
2000,1017,6,1666,5
2000,1017,7,1665,4
2000,1017,8,1499,5
2000,1017,9,911,6
2000,1017,10,1627,6
2000,1017,11,1004,5
2000,1017,12,1368,5
2000,1017,13,786,4
2000,1017,14,1431,5
2000,1017,15,847,5
2000,1017,16,1791,5
2000,1017,17,936,4
2000,1017,18,1508,5
2000,1017,19,467,3
2000,1017,20,617,4
2000,1017,21,880,5
2000,1017,22,565,3
2000,1017,23,294,3
2000,1017,24,802,4
2000,1018,1,401,4
2000,1018,2,499,6
2000,1018,3,212,4
2000,1018,4,312,4
2000,1018,5,1484,7
2000,1018,6,104,5
2000,1018,7,1791,2
2000,1018,8,1051,6
2000,1018,9,1539,4
2000,1018,10,606,4
2000,1018,11,639,5
2000,1018,12,1174,5
2000,1018,13,1387,6
2000,1018,14,1145,5
2000,1018,15,1554,4
2000,1018,16,118,4
2000,1018,17,615,5
2000,1018,18,1711,5
2000,1018,19,1970,5
2000,1018,20,1649,4
2000,1018,21,985,5
2000,1018,22,904,5
2000,1018,23,51,3
2000,1018,24,837,4
2000,1019,1,732,23
2000,1019,2,222,30
2000,1019,3,979,31
2000,1019,4,778,26
2000,1019,5,636,26
2000,1019,6,373,25
2000,1019,7,1267,15
2000,1019,8,514,20
2000,1019,9,686,26
2000,1019,10,1400,25
2000,1019,11,604,31
2000,1019,12,1921,29
2000,1019,13,1514,22
2000,1019,14,1284,24
2000,1019,15,777,18
2000,1019,16,1229,30
2000,1019,17,259,28
2000,1019,18,415,20
2000,1019,19,1799,24
2000,1019,20,646,20
2000,1019,21,1148,35
2000,1019,22,545,26
2000,1019,23,537,18
2000,1019,24,947,21
2000,1020,1,390,21
2000,1020,2,1088,25
2000,1020,3,1170,22
2000,1020,4,1321,22
2000,1020,5,1615,23
2000,1020,6,269,33
2000,1020,7,557,25
2000,1020,8,1066,18
2000,1020,9,181,29
2000,1020,10,1179,37
2000,1020,11,1687,31
2000,1020,12,1534,20
2000,1020,13,1309,29
2000,1020,14,1132,26
2000,1020,15,1123,19
2000,1020,16,179,28
2000,1020,17,1617,29
2000,1020,18,410,33
2000,1020,19,461,32
2000,1020,20,760,29
2000,1020,21,448,26
2000,1020,22,870,31
2000,1020,23,810,20
2000,1020,24,1674,31
2000,1021,1,220,5
2000,1021,2,1255,4
2000,1021,3,1474,6
2000,1021,4,860,5
2000,1021,5,660,5
2000,1021,6,184,5
2000,1021,7,419,5
2000,1021,8,997,3
2000,1021,9,1900,5
2000,1021,10,326,6
2000,1021,11,1757,4
2000,1021,12,1730,6
2000,1021,13,1639,5
2000,1021,14,1056,4
2000,1021,15,1241,5
2000,1021,16,1297,5
2000,1021,17,274,4
2000,1021,18,1224,4
2000,1021,19,1108,5
2000,1021,20,1190,5
2000,1021,21,393,4
2000,1021,22,424,6
2000,1021,23,1854,5
2000,1021,24,458,6
2000,1022,1,1574,4
2000,1022,2,448,3
2000,1022,3,1582,5
2000,1022,4,1582,5
2000,1022,5,1920,5
2000,1022,6,1452,7
2000,1022,7,1933,5
2000,1022,8,495,5
2000,1022,9,260,5
2000,1022,10,399,5
2000,1022,11,217,6
2000,1022,12,943,5
2000,1022,13,849,4
2000,1022,14,1635,4
2000,1022,15,608,6
2000,1022,16,651,4
2000,1022,17,281,5
2000,1022,18,802,4
2000,1022,19,1855,6
2000,1022,20,1703,4
2000,1022,21,1125,5
2000,1022,22,618,5
2000,1022,23,1912,5
2000,1022,24,1527,4
2000,1023,1,844,4
2000,1023,2,1245,3
2000,1023,3,860,3
2000,1023,4,1069,4
2000,1023,5,1834,5
2000,1023,6,169,5
2000,1023,7,1160,5
2000,1023,8,723,5
2000,1023,9,1493,6
2000,1023,10,1268,4
2000,1023,11,1720,5
2000,1023,12,1614,7
2000,1023,13,1441,3
2000,1023,14,1870,3
2000,1023,15,1168,5
2000,1023,16,1362,5
2000,1023,17,937,6
2000,1023,18,1532,4
2000,1023,19,1666,3
2000,1023,20,572,4
2000,1023,21,1876,4
2000,1023,22,1883,3
2000,1023,23,856,4
2000,1023,24,150,4
2000,1024,1,1538,28
2000,1024,2,1873,23
2000,1024,3,663,21
2000,1024,4,1406,26
2000,1024,5,227,24
2000,1024,6,602,21
2000,1024,7,688,16
2000,1024,8,295,24
2000,1024,9,1611,19
2000,1024,10,1777,24
2000,1024,11,431,18
2000,1024,12,1075,33
2000,1024,13,664,16
2000,1024,14,65,28
2000,1024,15,1880,28
2000,1024,16,1435,17
2000,1024,17,226,23
2000,1024,18,132,31
2000,1024,19,1543,21
2000,1024,20,1765,19
2000,1024,21,1385,31
2000,1024,22,1431,17
2000,1024,23,242,27
2000,1024,24,1882,18
2000,1025,1,1222,32
2000,1025,2,1331,22
2000,1025,3,1443,29
2000,1025,4,494,23
2000,1025,5,243,22
2000,1025,6,1319,28
2000,1025,7,325,16
2000,1025,8,1669,20
2000,1025,9,593,25
2000,1025,10,1865,13
2000,1025,11,1722,26
2000,1025,12,1111,25
2000,1025,13,221,22
2000,1025,14,559,19
2000,1025,15,1560,27
2000,1025,16,284,27
2000,1025,17,99,15
2000,1025,18,1853,31
2000,1025,19,1826,23
2000,1025,20,682,22
2000,1025,21,987,23
2000,1025,22,1420,19
2000,1025,23,1066,25
2000,1025,24,236,25
2000,1026,1,1695,4
2000,1026,2,56,5
2000,1026,3,602,6
2000,1026,4,1493,3
2000,1026,5,287,6
2000,1026,6,1405,3
2000,1026,7,1218,5
2000,1026,8,1999,4
2000,1026,9,617,5
2000,1026,10,1896,4
2000,1026,11,188,5
2000,1026,12,1320,5
2000,1026,13,1666,5
2000,1026,14,431,5
2000,1026,15,1417,3
2000,1026,16,601,5
2000,1026,17,1870,6
2000,1026,18,1800,5
2000,1026,19,195,5
2000,1026,20,298,5
2000,1026,21,57,4
2000,1026,22,135,3
2000,1026,23,1405,7
2000,1026,24,1965,5
2000,1027,1,1693,6
2000,1027,2,916,5
2000,1027,3,1931,6
2000,1027,4,1866,4
2000,1027,5,747,3
2000,1027,6,1547,5
2000,1027,7,740,5
2000,1027,8,445,5
2000,1027,9,757,3
2000,1027,10,989,3
2000,1027,11,1790,4
2000,1027,12,118,4
2000,1027,13,461,3
2000,1027,14,1656,5
2000,1027,15,1154,6
2000,1027,16,209,4
2000,1027,17,1421,4
2000,1027,18,1651,4
2000,1027,19,1737,5
2000,1027,20,578,4
2000,1027,21,1085,3
2000,1027,22,561,5
2000,1027,23,1327,4
2000,1027,24,1027,2
2000,1028,1,848,30
2000,1028,2,1012,24
2000,1028,3,77,31
2000,1028,4,1999,17
2000,1028,5,490,12
2000,1028,6,1933,29
2000,1028,7,1111,19
2000,1028,8,382,17
2000,1028,9,1704,28
2000,1028,10,1542,29
2000,1028,11,531,26
2000,1028,12,630,16
2000,1028,13,291,18
2000,1028,14,296,20
2000,1028,15,634,27
2000,1028,16,1954,28
2000,1028,17,338,27
2000,1028,18,1020,22
2000,1028,19,1669,18
2000,1028,20,1083,27
2000,1028,21,1868,18
2000,1028,22,778,21
2000,1028,23,198,28
2000,1028,24,436,18
2000,1029,1,379,33
2000,1029,2,67,17
2000,1029,3,1222,30
2000,1029,4,320,24
2000,1029,5,1015,22
2000,1029,6,158,26
2000,1029,7,1368,31
2000,1029,8,1511,22
2000,1029,9,1574,23
2000,1029,10,743,26
2000,1029,11,1687,30
2000,1029,12,1527,28
2000,1029,13,1571,32
2000,1029,14,749,24
2000,1029,15,1745,26
2000,1029,16,486,18
2000,1029,17,1835,18
2000,1029,18,52,25
2000,1029,19,578,21
2000,1029,20,1337,23
2000,1029,21,925,25
2000,1029,22,289,19
2000,1029,23,989,31
2000,1029,24,1423,24
2000,1030,1,438,32
2000,1030,2,1438,20
2000,1030,3,1929,28
2000,1030,4,576,23
2000,1030,5,1078,30
2000,1030,6,197,32
2000,1030,7,1084,19
2000,1030,8,1687,18
2000,1030,9,1561,18
2000,1030,10,978,30
2000,1030,11,101,26
2000,1030,12,1474,32
2000,1030,13,174,24
2000,1030,14,267,21
2000,1030,15,713,25
2000,1030,16,1214,18
2000,1030,17,915,18
2000,1030,18,1594,32
2000,1030,19,398,16
2000,1030,20,896,32
2000,1030,21,1399,26
2000,1030,22,133,23
2000,1030,23,873,21
2000,1030,24,124,20
2000,1031,1,364,4
2000,1031,2,1247,6
2000,1031,3,1362,3
2000,1031,4,563,3
2000,1031,5,614,3
2000,1031,6,1303,4
2000,1031,7,1280,3
2000,1031,8,242,5
2000,1031,9,64,4
2000,1031,10,802,3
2000,1031,11,1652,4
2000,1031,12,750,5
2000,1031,13,1915,4
2000,1031,14,1517,6
2000,1031,15,1687,3
2000,1031,16,1132,5
2000,1031,17,1259,5
2000,1031,18,676,5
2000,1031,19,1029,5
2000,1031,20,810,4
2000,1031,21,510,5
2000,1031,22,1606,4
2000,1031,23,787,5
2000,1031,24,397,6
2000,1032,1,1690,19
2000,1032,2,616,24
2000,1032,3,741,16
2000,1032,4,1728,28
2000,1032,5,180,26
2000,1032,6,1497,32
2000,1032,7,1143,29
2000,1032,8,350,19
2000,1032,9,302,29
2000,1032,10,1533,29
2000,1032,11,1725,20
2000,1032,12,127,28
2000,1032,13,1807,21
2000,1032,14,541,23
2000,1032,15,673,21
2000,1032,16,642,21
2000,1032,17,1527,21
2000,1032,18,1340,23
2000,1032,19,1818,22
2000,1032,20,289,19
2000,1032,21,1234,28
2000,1032,22,1224,24
2000,1032,23,1427,25
2000,1032,24,1537,27
2000,1033,1,984,6
2000,1033,2,538,4
2000,1033,3,168,4
2000,1033,4,610,5
2000,1033,5,730,3
2000,1033,6,1749,6
2000,1033,7,1569,3
2000,1033,8,394,5
2000,1033,9,1359,5
2000,1033,10,99,5
2000,1033,11,602,4
2000,1033,12,1736,4
2000,1033,13,1994,3
2000,1033,14,431,4
2000,1033,15,1051,6
2000,1033,16,1292,6
2000,1033,17,1779,5
2000,1033,18,1635,6
2000,1033,19,292,6
2000,1033,20,1421,5
2000,1033,21,711,6
2000,1033,22,605,4
2000,1033,23,979,5
2000,1033,24,1419,4
2000,1034,1,1086,6
2000,1034,2,264,4
2000,1034,3,1961,7
2000,1034,4,366,4
2000,1034,5,940,5
2000,1034,6,1037,5
2000,1034,7,970,5
2000,1034,8,483,6
2000,1034,9,418,6
2000,1034,10,544,4
2000,1034,11,223,6
2000,1034,12,236,5
2000,1034,13,65,4
2000,1034,14,673,5
2000,1034,15,1921,5
2000,1034,16,893,5
2000,1034,17,1943,5
2000,1034,18,1061,7
2000,1034,19,1616,4
2000,1034,20,1348,5
2000,1034,21,1371,4
2000,1034,22,356,4
2000,1034,23,1559,5
2000,1034,24,1018,2
2000,1035,1,369,5
2000,1035,2,1421,4
2000,1035,3,504,5
2000,1035,4,243,5
2000,1035,5,232,3
2000,1035,6,604,4
2000,1035,7,1276,4
2000,1035,8,1416,5
2000,1035,9,684,4
2000,1035,10,1519,3
2000,1035,11,1818,7
2000,1035,12,1323,6
2000,1035,13,825,4
2000,1035,14,391,4
2000,1035,15,1392,5
2000,1035,16,434,5
2000,1035,17,1498,7
2000,1035,18,539,5
2000,1035,19,63,4
2000,1035,20,1460,5
2000,1035,21,1992,4
2000,1035,22,682,5
2000,1035,23,69,6
2000,1035,24,407,6
2000,1036,1,1600,4
2000,1036,2,567,4
2000,1036,3,376,5
2000,1036,4,1208,3
2000,1036,5,526,4
2000,1036,6,1950,4
2000,1036,7,1225,5
2000,1036,8,384,6
2000,1036,9,1616,4
2000,1036,10,1394,6
2000,1036,11,807,4
2000,1036,12,688,6
2000,1036,13,684,4
2000,1036,14,1452,5
2000,1036,15,975,5
2000,1036,16,1514,4
2000,1036,17,1543,2
2000,1036,18,1809,5
2000,1036,19,803,5
2000,1036,20,1215,3
2000,1036,21,309,3
2000,1036,22,1776,5
2000,1036,23,246,6
2000,1036,24,897,3
2000,1037,1,676,4
2000,1037,2,1974,3
2000,1037,3,1200,5
2000,1037,4,491,5
2000,1037,5,1478,4
2000,1037,6,1976,6
2000,1037,7,880,5
2000,1037,8,1761,3
2000,1037,9,355,5
2000,1037,10,670,5
2000,1037,11,307,4
2000,1037,12,1234,4
2000,1037,13,138,5
2000,1037,14,770,5
2000,1037,15,1582,6
2000,1037,16,449,6
2000,1037,17,1536,3
2000,1037,18,689,5
2000,1037,19,751,6
2000,1037,20,1161,6
2000,1037,21,621,4
2000,1037,22,86,3
2000,1037,23,1275,5
2000,1037,24,713,4
2000,1038,1,490,14
2000,1038,2,1960,25
2000,1038,3,874,22
2000,1038,4,896,22
2000,1038,5,134,25
2000,1038,6,616,26
2000,1038,7,267,18
2000,1038,8,1325,34
2000,1038,9,776,23
2000,1038,10,1979,26
2000,1038,11,1524,15
2000,1038,12,1734,30
2000,1038,13,1943,25
2000,1038,14,985,23
2000,1038,15,1846,32
2000,1038,16,1724,23
2000,1038,17,1566,30
2000,1038,18,1137,22
2000,1038,19,1717,30
2000,1038,20,499,25
2000,1038,21,545,18
2000,1038,22,51,34
2000,1038,23,1785,28
2000,1038,24,577,40
2000,1039,1,1366,18
2000,1039,2,808,24
2000,1039,3,1338,14
2000,1039,4,753,31
2000,1039,5,967,28
2000,1039,6,781,22
2000,1039,7,1475,17
2000,1039,8,651,21
2000,1039,9,1772,24
2000,1039,10,1599,25
2000,1039,11,525,11
2000,1039,12,1878,33
2000,1039,13,1034,25
2000,1039,14,1860,20
2000,1039,15,1981,19
2000,1039,16,568,26
2000,1039,17,155,26
2000,1039,18,1866,31
2000,1039,19,655,21
2000,1039,20,957,31
2000,1039,21,530,14
2000,1039,22,1170,17
2000,1039,23,216,25
2000,1039,24,1357,24
2000,1040,1,1012,4
2000,1040,2,1905,5
2000,1040,3,1454,5
2000,1040,4,1860,4
2000,1040,5,390,2
2000,1040,6,1529,4
2000,1040,7,402,4
2000,1040,8,1524,5
2000,1040,9,256,5
2000,1040,10,388,6
2000,1040,11,1509,5
2000,1040,12,247,6
2000,1040,13,1345,5
2000,1040,14,361,3
2000,1040,15,1197,6
2000,1040,16,73,6
2000,1040,17,1654,5
2000,1040,18,1258,3
2000,1040,19,1630,4
2000,1040,20,958,4
2000,1040,21,1936,4
2000,1040,22,209,5
2000,1040,23,547,6
2000,1040,24,506,3
2000,1041,1,1165,5
2000,1041,2,579,5
2000,1041,3,783,4
2000,1041,4,499,4
2000,1041,5,921,4
2000,1041,6,1605,5
2000,1041,7,744,5
2000,1041,8,949,4
2000,1041,9,582,5
2000,1041,10,657,4
2000,1041,11,295,6
2000,1041,12,1202,7
2000,1041,13,1512,4
2000,1041,14,646,5
2000,1041,15,575,4
2000,1041,16,1201,3
2000,1041,17,1946,4
2000,1041,18,852,3
2000,1041,19,342,7
2000,1041,20,1594,4
2000,1041,21,1380,3
2000,1041,22,1595,4
2000,1041,23,848,5
2000,1041,24,1282,5
2000,1042,1,1352,27
2000,1042,2,223,31
2000,1042,3,1564,24
2000,1042,4,91,23
2000,1042,5,1399,26
2000,1042,6,389,19
2000,1042,7,1181,27
2000,1042,8,649,24
2000,1042,9,1396,23
2000,1042,10,1021,23
2000,1042,11,1694,33
2000,1042,12,1567,27
2000,1042,13,101,20
2000,1042,14,1310,32
2000,1042,15,201,24
2000,1042,16,833,25
2000,1042,17,2000,20
2000,1042,18,1997,31
2000,1042,19,1440,25
2000,1042,20,1954,18
2000,1042,21,674,20
2000,1042,22,666,28
2000,1042,23,1850,33
2000,1042,24,1673,28
2000,1043,1,829,5
2000,1043,2,1420,4
2000,1043,3,1694,5
2000,1043,4,551,3
2000,1043,5,1740,4
2000,1043,6,556,5
2000,1043,7,1056,4
2000,1043,8,1604,6
2000,1043,9,1917,5
2000,1043,10,740,4
2000,1043,11,1945,4
2000,1043,12,204,4
2000,1043,13,513,3
2000,1043,14,641,5
2000,1043,15,185,5
2000,1043,16,634,3
2000,1043,17,1636,8
2000,1043,18,1360,4
2000,1043,19,1910,5
2000,1043,20,1102,4
2000,1043,21,61,5
2000,1043,22,1033,4
2000,1043,23,1080,5
2000,1043,24,941,5
2000,1044,1,1596,21
2000,1044,2,1933,29
2000,1044,3,619,32
2000,1044,4,1606,25
2000,1044,5,1047,25
2000,1044,6,1387,30
2000,1044,7,1622,28
2000,1044,8,1285,25
2000,1044,9,749,32
2000,1044,10,1589,21
2000,1044,11,188,23
2000,1044,12,931,18
2000,1044,13,638,23
2000,1044,14,1506,23
2000,1044,15,1135,26
2000,1044,16,1307,18
2000,1044,17,1043,23
2000,1044,18,1405,27
2000,1044,19,338,19
2000,1044,20,688,24
2000,1044,21,1220,25
2000,1044,22,1118,22
2000,1044,23,743,24
2000,1044,24,1710,25
2000,1045,1,1309,4
2000,1045,2,1594,4
2000,1045,3,1429,4
2000,1045,4,1847,4
2000,1045,5,1529,5
2000,1045,6,1370,5
2000,1045,7,396,5
2000,1045,8,492,4
2000,1045,9,923,4
2000,1045,10,1047,5
2000,1045,11,1327,6
2000,1045,12,1029,5
2000,1045,13,101,6
2000,1045,14,814,5
2000,1045,15,1891,4
2000,1045,16,1744,6
2000,1045,17,1230,4
2000,1045,18,1952,3
2000,1045,19,616,4
2000,1045,20,316,4
2000,1045,21,1913,5
2000,1045,22,1390,6
2000,1045,23,468,5
2000,1045,24,1309,6
2000,1046,1,1803,18
2000,1046,2,971,16
2000,1046,3,1898,21
2000,1046,4,1539,35
2000,1046,5,986,22
2000,1046,6,1507,31
2000,1046,7,1205,19
2000,1046,8,1947,26
2000,1046,9,1470,33
2000,1046,10,996,18
